Logs,Boot ID,MAC Address,Bit-0 Sample,Bit-1 Sample,Base Sample,Phase 1,Phases,Start Time,End Time,Id,Request ID,Success,Error
out/09-09-22-56/log,e8e529c8-2d11-4611-a67e-47a74bb79faf,B6:3B:40:0B:82:E5,out/09-09-22-56/bit0_samples82,out/09-09-22-56/bit1_samples82,out/09-09-22-56/base_samples82,82,1,2020-09-10 05:56:32,2020-09-10 05:57:10,82,171942a6-557b-47ce-9c66-46ccffe6b325,1,
out/09-09-22-56/log,3dce1e68-5e7e-49b6-9e90-e55519d6dc83,D6:6E:95:D4:4F:D3,out/09-09-22-56/bit0_samples76,out/09-09-22-56/bit1_samples76,out/09-09-22-56/base_samples76,76,1,2020-09-10 05:56:32,2020-09-10 05:57:10,76,68867fd9-48a0-4eca-a302-bd438551332a,1,
out/09-09-22-56/log,8c6ca7c0-d423-4ccd-bd40-bee8c756525b,D2:50:95:04:28:1B,out/09-09-22-56/bit0_samples92,out/09-09-22-56/bit1_samples92,out/09-09-22-56/base_samples92,92,1,2020-09-10 05:56:32,2020-09-10 05:57:10,92,6257aeed-fc48-4c22-a8ba-b8a59f77601e,1,
out/09-09-22-56/log,0d4273a1-52c7-448e-8f7c-513b90709f5d,1A:75:F4:42:D8:DF,out/09-09-22-56/bit0_samples62,out/09-09-22-56/bit1_samples62,out/09-09-22-56/base_samples62,62,1,2020-09-10 05:56:32,2020-09-10 05:57:10,62,cab36eec-6d90-4144-901b-bdb6d80d5b55,1,
out/09-09-22-56/log,ba0c4b41-2739-4e09-9380-7f2b40e463f4,A2:63:99:0D:B0:AB,out/09-09-22-56/bit0_samples3,out/09-09-22-56/bit1_samples3,out/09-09-22-56/base_samples3,72,1,2020-09-10 05:56:32,2020-09-10 05:57:11,3,7d367143-6811-4995-8463-9c8f64daae28,1,
out/09-09-22-56/log,391e977e-4422-461b-8abf-7a89842710e4,86:E8:61:5C:A0:18,out/09-09-22-56/bit0_samples26,out/09-09-22-56/bit1_samples26,out/09-09-22-56/base_samples26,32,1,2020-09-10 05:56:32,2020-09-10 05:57:10,26,fb6d404c-28ce-4aa3-a275-af9673685566,1,
out/09-09-22-56/log,54908203-e216-45fb-ab92-f5e9f96fb3df,B2:35:C8:CF:96:98,out/09-09-22-56/bit0_samples15,out/09-09-22-56/bit1_samples15,out/09-09-22-56/base_samples15,15,1,2020-09-10 05:56:32,2020-09-10 05:57:11,15,124f7032-fe96-4303-a006-109e5be0056b,1,
out/09-09-22-56/log,18059732-3828-48aa-bcc1-b04981d30619,46:B2:5C:99:FA:1D,out/09-09-22-56/bit0_samples29,out/09-09-22-56/bit1_samples29,out/09-09-22-56/base_samples29,29,1,2020-09-10 05:56:32,2020-09-10 05:57:11,29,1d4da434-68d8-48c1-81a3-4ddb043fd280,1,
out/09-09-22-56/log,8cebf9c1-53dd-405e-bf47-aba40176077c,76:FF:69:9B:99:AC,out/09-09-22-56/bit0_samples18,out/09-09-22-56/bit1_samples18,out/09-09-22-56/base_samples18,20,1,2020-09-10 05:56:32,2020-09-10 05:57:10,18,2936332b-a4bc-41ba-8ecc-8f69f6a87af8,1,
out/09-09-22-56/log,17a5df4c-0638-494a-9f5e-c682a1a646b0,6E:B4:0A:42:35:F1,out/09-09-22-56/bit0_samples43,out/09-09-22-56/bit1_samples43,out/09-09-22-56/base_samples43,43,1,2020-09-10 05:56:32,2020-09-10 05:57:11,43,5212f07e-8cfc-4adb-8266-805888ff22d0,1,
out/09-09-22-56/log,1d230ed8-4d0e-4508-a42b-ad6868c421ab,FA:B0:69:BA:97:2B,out/09-09-22-56/bit0_samples95,out/09-09-22-56/bit1_samples95,out/09-09-22-56/base_samples95,95,1,2020-09-10 05:56:32,2020-09-10 05:57:11,95,410ba598-7275-4b72-984f-69c194b8930a,1,
